transaction_id,merchant_id,payment_method,amount_inr,hour_of_day,merchant_txn_count_7d,merchant_avg_amount_7d,device_risk_score,is_new_merchant,is_fraud
txn_005537,merch_0150,wallet,1870.34,8,21,1618.1,0.0793,0,0
txn_005538,merch_0081,upi,1748.53,14,28,1656.62,0.1135,0,0
txn_005539,merch_0049,upi,112.56,21,27,136.47,0.0401,1,0
txn_005540,merch_0078,netbanking,1009.33,18,23,1184.38,0.286,0,0
txn_005541,merch_0078,upi,550.09,4,17,1231.72,0.3112,0,0
txn_005542,merch_0069,card,299.75,11,14,541.1,0.1103,0,0
txn_005543,merch_0026,upi,272.82,9,30,303.5,0.1076,0,0
txn_005544,merch_0014,upi,22.54,14,28,120.18,0.097,0,0
txn_005545,merch_0049,wallet,101.79,16,21,118.91,0.2898,1,0
txn_005546,merch_0035,upi,329.8,18,29,259.51,0.8851,0,0
txn_005547,merch_0007,upi,4193.98,18,23,2922.48,0.8002,0,0
txn_005548,merch_0078,upi,1017.9,0,19,1283.35,0.2693,0,0
txn_005549,merch_0130,wallet,114.41,20,13,157.76,0.1502,0,0
txn_005550,merch_0189,netbanking,106.25,0,229,186.32,0.3094,0,1
txn_005551,merch_0046,upi,452.09,21,17,623.74,0.2436,0,0
txn_005552,merch_0104,upi,1343.96,11,23,834.51,0.1099,0,0
txn_005553,merch_0097,card,2527.93,10,29,1673.17,0.193,0,0
txn_005554,merch_0095,upi,59.81,18,28,191.09,0.099,1,0
txn_005555,merch_0188,card,218.13,8,27,440.13,0.0588,0,0
txn_005556,merch_0159,upi,888.64,18,29,2351.82,0.1375,1,0
txn_005557,merch_0115,upi,1555.44,17,19,1637.56,0.3331,1,0
txn_005558,merch_0012,card,1093.94,16,30,1605.5,0.075,1,0
txn_005559,merch_0000,upi,2222.39,4,37,1888.11,0.143,1,0
txn_005560,merch_0033,netbanking,405.71,14,15,341.26,0.1518,0,0
txn_005561,merch_0189,upi,233.16,2,23,170.14,0.1007,0,0
txn_005562,merch_0078,upi,580.25,14,14,1114.85,0.1361,0,0
txn_005563,merch_0077,wallet,755.82,23,17,821.19,0.0891,0,0
txn_005564,merch_0120,upi,258.57,22,22,2693.02,0.1847,0,0
txn_005565,merch_0092,card,949.43,21,27,536.5,0.036,0,0
txn_005566,merch_0097,upi,1276.3,3,35,1637.09,0.0768,0,0
txn_005567,merch_0081,card,447.62,20,240,1547.25,0.1372,0,1
txn_005568,merch_0198,card,816.56,9,22,1347.62,0.0931,1,0
txn_005569,merch_0158,upi,283.27,9,23,251.81,0.3023,0,0
txn_005570,merch_0191,netbanking,4303.02,13,29,3117.86,0.0699,0,0
txn_005571,merch_0152,card,716.41,14,29,422.87,0.0783,0,0
txn_005572,merch_0037,upi,106.66,16,31,90.06,0.0711,0,0
txn_005573,merch_0013,card,96.96,19,15,103.63,0.0567,0,0
txn_005574,merch_0135,card,8747.16,21,21,6013.39,0.1454,0,0
txn_005575,merch_0090,upi,1687.84,7,20,1149.92,0.0186,1,0
txn_005576,merch_0053,upi,2369.37,22,22,2300.01,0.0299,0,0
txn_005577,merch_0129,upi,778.64,14,17,633.66,0.0496,0,0
txn_005578,merch_0100,upi,131.82,18,11,185.68,0.9601,0,0
txn_005579,merch_0088,netbanking,572.9,18,18,564.59,0.1631,0,0
txn_005580,merch_0055,card,10.0,14,43,3234.97,0.9525,0,0
txn_005581,merch_0093,wallet,1295.22,9,30,701.83,0.01,0,0
txn_005582,merch_0092,upi,337.18,11,21,456.48,0.1758,0,0
txn_005583,merch_0083,upi,989.59,15,31,586.69,0.0264,0,0
txn_005584,merch_0084,netbanking,261.32,20,132,378.04,0.2282,1,0
txn_005585,merch_0188,card,463.57,3,25,392.75,0.0753,0,0
txn_005586,merch_0021,card,860.69,15,33,776.27,0.3048,0,0
txn_005587,merch_0034,upi,2219.35,14,18,2557.36,0.3131,1,0
txn_005588,merch_0015,upi,659.93,15,33,510.51,0.1434,1,0
txn_005589,merch_0049,upi,207.64,14,34,149.42,0.1589,1,0
txn_005590,merch_0121,wallet,583.64,9,27,368.82,0.2411,0,0
txn_005591,merch_0127,upi,700.35,19,20,636.29,0.1892,0,0
txn_005592,merch_0112,wallet,732.89,13,25,1081.65,0.0158,0,0
txn_005593,merch_0170,card,103.06,2,26,353.6,0.1654,1,0
txn_005594,merch_0016,upi,502.52,7,14,338.96,0.3488,0,0
txn_005595,merch_0079,card,61.24,13,14,96.6,0.3079,0,0
txn_005596,merch_0185,netbanking,3480.0,10,22,2475.67,0.0195,1,0
txn_005597,merch_0129,wallet,629.0,14,24,661.18,0.2505,0,0
txn_005598,merch_0131,upi,1967.73,4,29,1022.5,0.0019,0,0
txn_005599,merch_0084,upi,535.56,14,18,436.36,0.0997,1,0
txn_005600,merch_0166,upi,2911.58,14,18,3276.45,0.0446,0,0
txn_005601,merch_0093,upi,1563.36,11,30,667.79,0.2343,0,0
txn_005602,merch_0133,card,2659.1,15,24,1879.82,0.1196,0,0
txn_005603,merch_0080,netbanking,1058.37,12,20,920.65,0.2799,1,0
txn_005604,merch_0068,upi,1235.31,18,30,1710.31,0.067,0,0
txn_005605,merch_0068,netbanking,924.51,3,30,1620.25,0.3262,0,0
txn_005606,merch_0147,card,194.08,18,27,233.35,0.1654,0,0
txn_005607,merch_0191,upi,533.22,18,13,2903.47,0.2819,0,0
txn_005608,merch_0015,upi,490.4,11,26,579.66,0.3446,1,0
txn_005609,merch_0050,card,2092.69,11,12,1445.63,0.0835,0,0
txn_005610,merch_0104,netbanking,1281.98,10,210,829.22,0.378,0,1
txn_005611,merch_0164,card,2892.65,13,20,2977.09,0.1223,0,0
txn_005612,merch_0196,upi,767.17,16,35,343.76,0.0682,0,0
txn_005613,merch_0169,upi,657.46,7,23,394.69,0.1468,0,0
txn_005614,merch_0184,upi,829.14,0,21,863.37,0.2332,0,0
txn_005615,merch_0065,card,8401.41,10,20,6327.33,0.1543,0,0
txn_005616,merch_0008,netbanking,454.29,14,27,570.99,0.1395,0,0
txn_005617,merch_0106,upi,11540.25,17,24,9372.48,0.0793,1,0
txn_005618,merch_0099,netbanking,681.88,21,37,836.33,0.1987,1,0
txn_005619,merch_0085,card,247.79,20,24,543.12,0.0668,0,0
txn_005620,merch_0063,card,343.21,13,23,264.27,0.0685,0,0
txn_005621,merch_0021,wallet,833.75,14,33,837.49,0.2092,0,0
txn_005622,merch_0161,upi,2933.0,18,26,2413.44,0.1793,0,0
txn_005623,merch_0182,wallet,299.22,7,14,345.62,0.1032,0,0
txn_005624,merch_0156,upi,7263.93,11,23,9368.26,0.411,0,0
txn_005625,merch_0165,upi,3129.53,16,35,2012.8,0.119,1,0
txn_005626,merch_0109,netbanking,1099.25,19,29,967.74,0.3301,0,0
txn_005627,merch_0096,wallet,1343.1,3,29,1404.19,0.0414,1,0
txn_005628,merch_0017,card,938.64,8,19,1410.32,0.321,0,0
txn_005629,merch_0070,card,2430.74,15,34,1697.44,0.0106,0,0
txn_005630,merch_0192,card,2080.21,13,30,1359.11,0.0969,1,0
txn_005631,merch_0126,netbanking,334.32,14,31,375.92,0.3502,0,0
txn_005632,merch_0096,upi,499.42,19,33,1424.4,0.1324,1,0
txn_005633,merch_0000,netbanking,3062.9,21,28,2123.87,0.036,1,0
txn_005634,merch_0131,card,975.72,20,39,1078.44,0.0327,0,0
txn_005635,merch_0003,card,4911.33,18,183,7580.67,0.2009,0,1
txn_005636,merch_0124,upi,2154.15,20,25,2224.66,0.2638,0,0
txn_005637,merch_0081,card,2022.58,20,29,1850.6,0.4019,0,0
txn_005638,merch_0026,wallet,252.02,16,24,270.39,0.2322,0,0
txn_005639,merch_0170,card,10.0,14,19,340.39,0.1081,1,0
txn_005640,merch_0058,wallet,1866.02,20,160,1651.18,0.0661,1,1
txn_005641,merch_0031,upi,14873.69,16,30,9433.85,0.0601,0,0
txn_005642,merch_0160,card,168.58,18,14,308.27,0.2586,0,0
txn_005643,merch_0027,netbanking,2877.57,3,13,1929.81,0.0433,0,0
txn_005644,merch_0105,card,2593.04,13,36,1808.36,0.1494,0,0
txn_005645,merch_0104,card,1084.3,19,15,985.08,0.259,0,0
txn_005646,merch_0182,card,148.5,20,17,328.48,0.1706,0,0
txn_005647,merch_0187,netbanking,1144.28,9,25,854.46,0.1099,0,0
txn_005648,merch_0069,netbanking,604.13,13,18,564.19,0.1472,0,0
txn_005649,merch_0061,upi,849.63,16,30,949.59,0.0334,1,0
txn_005650,merch_0033,netbanking,439.26,1,20,286.82,0.1054,0,0
txn_005651,merch_0086,upi,2850.56,8,26,3022.37,0.2784,1,0
txn_005652,merch_0113,upi,19327.86,22,28,18273.91,0.3265,0,0
txn_005653,merch_0105,netbanking,1162.27,15,176,1563.16,0.0794,0,0
txn_005654,merch_0055,upi,2478.95,16,41,3045.54,0.0914,0,0
txn_005655,merch_0112,netbanking,1123.55,2,28,1003.23,0.4237,0,0
txn_005656,merch_0012,upi,1324.27,19,25,1385.09,0.2344,1,0
txn_005657,merch_0183,upi,1744.27,17,38,2204.45,0.0405,0,0
txn_005658,merch_0017,card,2065.01,20,16,1625.44,0.045,0,0
txn_005659,merch_0181,upi,630.28,12,22,401.54,0.4201,0,0
txn_005660,merch_0112,netbanking,706.42,11,34,1085.75,0.0658,0,0
txn_005661,merch_0170,upi,665.6,18,13,346.03,0.2679,1,0
txn_005662,merch_0038,upi,310.69,7,17,213.91,0.0952,0,0
txn_005663,merch_0188,upi,200.14,16,23,368.64,0.1988,0,0
txn_005664,merch_0169,upi,388.53,2,20,491.59,0.0212,0,0
txn_005665,merch_0078,netbanking,1335.41,4,21,1105.83,0.2159,0,0
txn_005666,merch_0145,upi,1168.98,19,31,2949.28,0.019,0,0
txn_005667,merch_0150,card,1411.18,15,21,1476.56,0.6255,0,0
txn_005668,merch_0181,wallet,475.37,0,21,412.9,0.0775,0,0
txn_005669,merch_0029,card,458.84,20,8,850.35,0.113,0,0
txn_005670,merch_0097,netbanking,566.43,22,32,1428.68,0.268,0,0
txn_005671,merch_0057,upi,827.39,9,22,765.93,0.2116,0,0
txn_005672,merch_0195,upi,3763.15,20,31,1740.71,0.1487,0,0
txn_005673,merch_0066,wallet,605.1,0,14,967.6,0.192,0,0
txn_005674,merch_0070,card,1330.36,4,23,1850.36,0.1972,0,0
txn_005675,merch_0145,card,2604.41,20,17,2390.56,0.163,0,0
txn_005676,merch_0105,card,3238.1,9,30,1679.42,0.1494,0,0
txn_005677,merch_0006,upi,1078.56,11,30,8022.69,0.1284,0,0
txn_005678,merch_0039,upi,1852.66,14,12,1543.9,0.0854,0,0
txn_005679,merch_0069,netbanking,375.0,17,19,535.03,0.2404,0,0
txn_005680,merch_0192,card,1140.1,9,32,1350.14,0.2178,1,0
txn_005681,merch_0067,card,1612.51,11,34,4009.98,0.1362,0,0
txn_005682,merch_0048,wallet,1501.7,11,33,1449.62,0.1693,0,0
txn_005683,merch_0051,upi,286.59,4,28,642.21,0.1411,0,0
txn_005684,merch_0113,upi,17585.74,3,30,18499.43,0.085,0,0
txn_005685,merch_0106,netbanking,883.06,11,16,9312.39,0.071,1,0
txn_005686,merch_0028,netbanking,187.57,16,25,548.27,0.1093,0,0
txn_005687,merch_0148,card,2402.98,7,22,1788.15,0.281,0,0
txn_005688,merch_0077,upi,1266.3,0,25,807.33,0.036,0,0
txn_005689,merch_0008,upi,1571.84,13,32,595.99,0.2462,0,0
txn_005690,merch_0174,card,2242.09,16,17,1324.75,0.1672,1,0
txn_005691,merch_0075,upi,2170.2,16,22,2751.23,0.0156,0,0
txn_005692,merch_0041,netbanking,111.04,19,25,1306.32,0.3613,1,0
txn_005693,merch_0178,wallet,989.62,14,14,766.29,0.0439,1,0
txn_005694,merch_0183,netbanking,621.65,19,40,1962.55,0.1777,0,0
txn_005695,merch_0178,upi,512.05,21,15,798.91,0.0355,1,0
txn_005696,merch_0197,netbanking,1978.12,12,18,1263.25,0.1208,1,0
txn_005697,merch_0127,upi,613.07,11,11,622.39,0.2402,0,0
txn_005698,merch_0019,upi,111.76,12,33,184.47,0.1661,0,0
txn_005699,merch_0154,upi,287.67,1,13,1484.13,0.0728,0,0
txn_005700,merch_0165,upi,1977.34,2,14,1828.6,0.2019,1,0
txn_005701,merch_0071,wallet,8060.39,16,17,6413.41,0.2026,0,0
txn_005702,merch_0064,upi,5457.78,17,37,2602.36,0.0533,0,0
txn_005703,merch_0181,upi,10.0,9,22,333.99,0.3618,0,0
txn_005704,merch_0112,wallet,1222.4,12,31,1336.31,0.5072,0,0
txn_005705,merch_0023,upi,257.07,2,16,215.32,0.155,0,0
txn_005706,merch_0127,netbanking,474.04,18,17,620.66,0.1546,0,0
txn_005707,merch_0174,upi,296.1,19,15,1317.65,0.0047,1,0
txn_005708,merch_0198,upi,565.27,15,36,1025.47,0.1122,1,0
txn_005709,merch_0082,wallet,6556.2,17,32,6561.32,0.0111,1,0
txn_005710,merch_0062,upi,208.99,4,30,249.14,0.0803,0,0
txn_005711,merch_0184,card,935.57,10,21,781.18,0.1997,0,0
txn_005712,merch_0182,upi,498.74,1,23,346.38,0.248,0,0
txn_005713,merch_0059,upi,3097.71,17,19,3384.46,0.0682,0,0
txn_005714,merch_0098,upi,1700.88,20,21,1262.07,0.1396,0,0
txn_005715,merch_0061,upi,838.11,7,36,777.18,0.3466,1,0
txn_005716,merch_0029,upi,915.69,18,8,746.13,0.0878,0,0
txn_005717,merch_0021,netbanking,784.33,16,39,712.37,0.2541,0,0
txn_005718,merch_0125,card,17632.31,18,22,15609.45,0.2013,1,0
txn_005719,merch_0156,upi,12105.26,3,24,9801.51,0.2667,0,0
txn_005720,merch_0168,upi,1032.83,10,25,817.89,0.2355,0,0
txn_005721,merch_0041,wallet,1349.03,17,16,1466.11,0.0525,1,0
txn_005722,merch_0097,wallet,10.0,10,217,1523.1,0.0774,0,1
txn_005723,merch_0192,card,1847.87,3,26,1488.17,0.0774,1,0
txn_005724,merch_0030,wallet,10.0,0,30,528.25,0.4211,1,0
txn_005725,merch_0157,upi,1274.52,11,34,2080.44,0.1408,0,0
txn_005726,merch_0111,upi,122.21,13,35,1094.96,0.0666,0,0
txn_005727,merch_0145,card,4478.53,18,28,3109.84,0.2193,0,0
txn_005728,merch_0121,card,418.46,21,36,396.51,0.1477,0,0
txn_005729,merch_0016,card,274.54,7,7,299.11,0.0825,0,0
txn_005730,merch_0037,upi,154.95,20,21,105.18,0.1858,0,0
txn_005731,merch_0141,wallet,6917.88,12,28,5855.68,0.1328,1,0
txn_005732,merch_0109,netbanking,1051.17,17,26,1110.9,0.0437,0,0
txn_005733,merch_0183,upi,2319.77,19,39,1943.19,0.9835,0,0
txn_005734,merch_0021,card,666.6,20,36,789.64,0.3026,0,0
txn_005735,merch_0194,upi,537.32,20,25,1232.75,0.04,0,0
txn_005736,merch_0055,upi,5213.48,19,35,3045.32,0.0711,0,0
txn_005737,merch_0118,upi,4209.53,13,14,3859.87,0.1253,1,0
txn_005738,merch_0146,upi,65.41,2,16,285.81,0.0857,0,0
txn_005739,merch_0056,upi,472.58,18,30,420.13,0.0056,0,0
txn_005740,merch_0171,netbanking,419.56,17,30,389.08,0.1652,0,0
txn_005741,merch_0034,upi,4984.86,16,21,2760.11,0.1381,1,0
txn_005742,merch_0113,card,22804.23,10,20,19845.98,0.0565,0,0
txn_005743,merch_0124,upi,689.59,0,24,2465.51,0.0803,0,0
txn_005744,merch_0128,upi,10.0,19,25,1240.82,0.1179,1,0
txn_005745,merch_0051,wallet,1211.66,18,25,643.48,0.3182,0,0
txn_005746,merch_0084,card,400.67,15,12,452.84,0.2706,1,0
txn_005747,merch_0197,wallet,674.51,1,29,1417.79,0.0967,1,0
txn_005748,merch_0164,wallet,2239.19,15,18,3450.53,0.823,0,0
txn_005749,merch_0064,upi,5109.25,2,24,3072.09,0.0682,0,0
txn_005750,merch_0178,upi,965.53,22,27,855.27,0.0929,1,0
txn_005751,merch_0128,netbanking,2045.96,13,12,1068.91,0.0995,1,0
txn_005752,merch_0020,wallet,6991.2,13,29,7083.55,0.029,0,0
txn_005753,merch_0180,card,1259.37,18,21,2174.96,0.0299,0,0
txn_005754,merch_0015,netbanking,936.35,13,21,639.11,0.2375,1,0
txn_005755,merch_0122,netbanking,4921.99,18,28,6626.8,0.2299,1,0
txn_005756,merch_0060,upi,869.85,12,28,528.09,0.2031,0,0
txn_005757,merch_0053,card,3057.2,13,28,2367.64,0.3267,0,0
txn_005758,merch_0167,netbanking,10708.53,21,27,12170.52,0.0943,0,0
txn_005759,merch_0025,card,627.08,13,23,1277.18,0.9626,0,0
txn_005760,merch_0079,upi,73.96,19,15,104.48,0.1676,0,0
txn_005761,merch_0064,upi,4055.85,4,12,3283.36,0.1514,0,0
txn_005762,merch_0099,upi,1043.27,2,37,845.64,0.1593,1,0
txn_005763,merch_0073,upi,10304.13,13,26,6619.6,0.4883,1,0
txn_005764,merch_0191,wallet,4988.8,7,21,3028.11,0.0264,0,0
txn_005765,merch_0170,upi,191.31,7,24,360.16,0.1859,1,0
txn_005766,merch_0016,upi,549.94,13,115,292.77,0.2077,0,0
txn_005767,merch_0120,upi,1275.23,14,18,2590.41,0.044,0,0
txn_005768,merch_0186,card,2555.67,15,19,1680.25,0.0512,1,0
txn_005769,merch_0022,card,2145.17,14,30,1071.02,0.0884,0,0
txn_005770,merch_0134,upi,405.81,12,15,337.56,0.2172,0,0
txn_005771,merch_0171,upi,83.12,18,26,443.93,0.2627,0,0
txn_005772,merch_0180,upi,1908.94,2,19,2230.02,0.136,0,0
txn_005773,merch_0070,card,2836.83,16,32,1788.95,0.1087,0,0
txn_005774,merch_0107,upi,1258.91,14,36,1553.48,0.0368,1,0
txn_005775,merch_0078,wallet,1743.53,8,18,1254.31,0.0604,0,0
txn_005776,merch_0161,card,1237.3,9,17,2916.59,0.2879,0,0
txn_005777,merch_0045,upi,380.46,8,18,469.53,0.2155,0,0
txn_005778,merch_0195,card,1543.79,14,37,1686.7,0.0891,0,0
txn_005779,merch_0077,upi,1539.26,3,22,693.79,0.0298,0,0
txn_005780,merch_0015,card,493.8,13,141,638.51,0.1679,1,1
txn_005781,merch_0070,upi,699.54,16,25,1680.83,0.2544,0,0
txn_005782,merch_0095,card,372.18,18,25,214.15,0.4331,1,0
txn_005783,merch_0146,netbanking,272.24,11,14,230.64,0.243,0,0
txn_005784,merch_0001,wallet,1221.47,19,27,819.88,0.0173,0,0
txn_005785,merch_0009,upi,606.6,12,28,2189.25,0.0007,0,0
txn_005786,merch_0177,upi,6999.89,9,20,6935.78,0.1006,0,0
txn_005787,merch_0124,card,2242.41,13,32,2325.63,0.1086,0,0
txn_005788,merch_0080,wallet,466.53,12,26,903.89,0.9619,1,1
txn_005789,merch_0139,wallet,318.11,15,33,258.52,0.0611,1,0
txn_005790,merch_0069,upi,32.24,1,22,543.03,0.104,0,0
txn_005791,merch_0149,upi,1038.48,16,35,1493.09,0.0377,0,0
txn_005792,merch_0031,card,16363.23,16,19,9788.97,0.0706,0,0
txn_005793,merch_0104,upi,623.98,16,25,979.64,0.0205,0,0
txn_005794,merch_0083,upi,447.1,15,26,642.04,0.0737,0,0
txn_005795,merch_0128,upi,1302.38,20,14,1081.16,0.1311,1,0
txn_005796,merch_0181,card,333.1,15,22,335.24,0.0091,0,0
txn_005797,merch_0057,wallet,1002.59,14,155,794.49,0.2136,0,0
txn_005798,merch_0197,wallet,1449.74,15,14,1154.38,0.2396,1,0
txn_005799,merch_0145,upi,1315.41,6,32,2526.03,0.0396,0,0
txn_005800,merch_0133,card,1290.27,9,23,1760.02,0.1856,0,0
txn_005801,merch_0044,netbanking,101.02,2,23,186.53,0.1172,0,0
txn_005802,merch_0096,upi,1180.16,22,33,1424.25,0.2036,1,0
txn_005803,merch_0022,card,1233.4,18,20,1075.35,0.2298,0,0
txn_005804,merch_0022,upi,1310.12,2,24,1014.62,0.2107,0,0
txn_005805,merch_0153,upi,10.0,15,31,1564.99,0.3783,0,0
txn_005806,merch_0134,upi,501.52,11,17,324.09,0.2518,0,0
txn_005807,merch_0078,upi,1188.73,8,144,1249.54,0.1277,0,1
txn_005808,merch_0043,card,319.21,19,31,718.17,0.0172,0,0
txn_005809,merch_0026,upi,408.48,7,23,249.35,0.3093,0,0
txn_005810,merch_0025,upi,69.32,20,31,1195.21,0.0257,0,0
txn_005811,merch_0096,upi,257.55,15,224,1450.7,0.1704,1,0
txn_005812,merch_0035,netbanking,430.09,13,39,248.33,0.043,0,0
txn_005813,merch_0108,card,1582.59,18,18,1578.99,0.1333,0,0
txn_005814,merch_0054,card,2353.42,8,19,3269.83,0.0473,0,0
txn_005815,merch_0191,card,3247.86,14,23,2773.41,0.327,0,1
txn_005816,merch_0184,upi,780.81,16,34,733.09,0.0871,0,0
txn_005817,merch_0068,upi,1716.46,7,21,1930.03,0.2164,0,0
txn_005818,merch_0060,netbanking,770.78,0,30,630.76,0.1657,0,0
txn_005819,merch_0129,upi,555.49,12,14,656.94,0.0278,0,0
txn_005820,merch_0054,upi,4464.77,20,27,3514.42,0.0962,0,0
txn_005821,merch_0121,card,349.22,9,33,411.92,0.1031,0,0
txn_005822,merch_0096,upi,883.67,13,30,1625.08,0.0698,1,0
txn_005823,merch_0079,upi,56.91,0,13,98.13,0.1814,0,0
txn_005824,merch_0086,card,4894.44,15,23,3388.71,0.2412,1,0
txn_005825,merch_0037,upi,127.47,10,30,92.75,0.1074,0,0
txn_005826,merch_0118,card,5959.62,11,16,4079.38,0.0978,1,0
txn_005827,merch_0077,card,767.5,13,24,775.02,0.2585,0,0
txn_005828,merch_0156,card,11050.4,13,17,10723.58,0.0826,0,0
txn_005829,merch_0153,card,1329.93,12,33,1325.98,0.114,0,0
txn_005830,merch_0034,upi,4333.28,20,124,3376.83,0.203,1,0
txn_005831,merch_0078,upi,1089.35,20,26,1346.62,0.0878,0,0
txn_005832,merch_0066,upi,452.94,21,24,1029.98,0.3977,0,0
txn_005833,merch_0086,upi,3923.73,20,30,3756.56,0.0984,1,0
txn_005834,merch_0156,wallet,9777.41,15,32,10328.92,0.0377,0,0
txn_005835,merch_0033,netbanking,344.95,14,19,349.54,0.0157,0,0
txn_005836,merch_0096,upi,2154.38,13,41,1682.7,0.4928,1,0
txn_005837,merch_0168,upi,622.09,7,31,747.64,0.0634,0,0
txn_005838,merch_0168,upi,743.27,11,26,793.76,0.3285,0,0
txn_005839,merch_0150,upi,1230.71,13,18,1375.78,0.2097,0,0
txn_005840,merch_0070,upi,2369.37,13,32,1804.59,0.091,0,0
txn_005841,merch_0002,card,2398.41,22,24,2576.47,0.1861,0,0
txn_005842,merch_0057,netbanking,812.34,17,27,798.5,0.1736,0,0
txn_005843,merch_0031,netbanking,4171.94,13,19,10263.17,0.0952,0,0
txn_005844,merch_0030,upi,742.85,12,27,517.05,0.0492,1,0
txn_005845,merch_0081,upi,2070.49,2,40,1927.9,0.1521,0,0
txn_005846,merch_0042,card,506.56,10,32,819.37,0.1441,0,0
txn_005847,merch_0134,netbanking,622.14,16,17,322.78,0.1703,0,0
txn_005848,merch_0104,netbanking,1033.59,12,26,930.43,0.1435,0,0
txn_005849,merch_0000,wallet,1587.14,13,26,2143.08,0.0382,1,0
txn_005850,merch_0060,card,616.18,9,27,701.79,0.1588,0,0
txn_005851,merch_0013,card,95.56,14,18,110.08,0.8727,0,0
txn_005852,merch_0179,upi,49845.12,14,35,26672.25,0.1202,0,0
txn_005853,merch_0005,card,1142.27,0,26,918.27,0.0607,0,0
txn_005854,merch_0102,upi,901.94,18,35,713.91,0.0777,0,0
txn_005855,merch_0009,upi,3701.62,4,28,1868.89,0.0283,0,0
txn_005856,merch_0070,card,1145.5,19,24,1703.22,0.0715,0,0
txn_005857,merch_0089,upi,2512.9,10,18,2045.81,0.0397,0,0
txn_005858,merch_0157,upi,2533.3,4,26,1779.12,0.0166,0,1
txn_005859,merch_0148,upi,1810.96,10,20,1831.16,0.4257,0,0
txn_005860,merch_0125,upi,13680.94,10,22,13562.94,0.1202,1,0
txn_005861,merch_0187,upi,1466.41,0,29,1102.34,0.2072,0,0
txn_005862,merch_0096,upi,2269.47,13,27,1565.02,0.1004,1,0
txn_005863,merch_0073,upi,3741.54,16,33,7677.72,0.4108,1,0
txn_005864,merch_0114,upi,1813.57,14,35,991.37,0.1094,1,0
txn_005865,merch_0190,wallet,1017.59,18,22,697.95,0.1653,0,0
txn_005866,merch_0169,upi,396.64,18,22,398.19,0.8805,0,0
txn_005867,merch_0050,upi,1148.91,9,14,1579.04,0.0264,0,0
txn_005868,merch_0191,card,4940.08,15,25,3061.0,0.0476,0,0
txn_005869,merch_0055,netbanking,4314.01,0,31,3555.19,0.2019,0,0
txn_005870,merch_0040,card,3337.79,13,39,3031.23,0.1615,0,0
txn_005871,merch_0031,upi,13063.17,12,33,9471.82,0.1288,0,0
txn_005872,merch_0014,card,190.39,17,29,153.39,0.0235,0,0
txn_005873,merch_0061,card,1169.98,7,42,764.97,0.2441,1,0
txn_005874,merch_0154,card,1161.12,15,14,1732.78,0.087,0,0
txn_005875,merch_0027,card,1282.33,23,26,1821.8,0.1536,0,0
txn_005876,merch_0063,netbanking,315.95,14,28,224.09,0.3694,0,0
txn_005877,merch_0186,netbanking,4324.23,19,13,1999.34,0.1513,1,0
txn_005878,merch_0185,card,2365.17,16,18,2917.52,0.0827,1,0
txn_005879,merch_0129,upi,679.76,14,22,587.21,0.2375,0,0
txn_005880,merch_0126,card,478.73,3,32,295.71,0.0862,0,0
txn_005881,merch_0035,netbanking,218.62,13,28,290.55,0.0081,0,0
txn_005882,merch_0113,upi,26208.47,17,29,20549.4,0.0721,0,0
txn_005883,merch_0198,wallet,1185.2,18,24,1185.79,0.1464,1,0
txn_005884,merch_0012,upi,2418.55,16,27,1671.62,0.8841,1,0
txn_005885,merch_0014,card,97.95,16,199,141.91,0.1334,0,1
txn_005886,merch_0088,netbanking,1334.61,12,15,611.42,0.8709,0,0
txn_005887,merch_0187,upi,848.63,9,24,1068.15,0.0191,0,0
txn_005888,merch_0021,card,1068.08,22,22,899.97,0.0036,0,0
txn_005889,merch_0190,upi,643.34,7,25,699.53,0.3179,0,0
txn_005890,merch_0073,upi,4569.68,9,39,6254.79,0.1772,1,0
txn_005891,merch_0024,upi,817.15,10,24,644.98,0.3125,1,0
txn_005892,merch_0100,upi,170.84,3,5,203.38,0.0631,0,0
txn_005893,merch_0175,upi,3461.26,1,29,2989.1,0.4224,0,0
txn_005894,merch_0170,wallet,220.14,22,16,415.09,0.1969,1,0
txn_005895,merch_0116,wallet,938.39,9,27,990.91,0.011,0,0
txn_005896,merch_0165,upi,1553.09,19,39,1883.81,0.0552,1,0
txn_005897,merch_0040,card,3180.99,17,40,2514.17,0.0962,0,0
txn_005898,merch_0172,upi,1099.53,17,14,1077.96,0.1361,0,0
txn_005899,merch_0087,upi,1538.71,17,27,1594.29,0.4894,0,0
txn_005900,merch_0167,upi,9010.77,17,24,9676.19,0.1796,0,0
txn_005901,merch_0109,wallet,1124.88,20,24,1125.94,0.0531,0,0
txn_005902,merch_0119,wallet,3016.24,15,18,2908.99,0.0916,0,0
txn_005903,merch_0096,upi,1671.47,18,38,1336.51,0.2618,1,0
txn_005904,merch_0144,upi,3263.45,15,32,1302.25,0.1327,0,0
txn_005905,merch_0056,upi,478.9,0,33,386.06,0.0434,0,0
txn_005906,merch_0129,card,1025.43,12,26,649.7,0.0817,0,0
txn_005907,merch_0095,card,184.05,12,32,176.66,0.2277,1,0
txn_005908,merch_0120,upi,2759.9,15,30,3250.58,0.0729,0,0
txn_005909,merch_0061,netbanking,704.98,16,35,987.95,0.1134,1,0
txn_005910,merch_0136,upi,475.77,20,20,475.28,0.1708,0,0
txn_005911,merch_0067,wallet,2997.49,12,25,3117.99,0.9163,0,0
